DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.25-16.58.50, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.952017ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_519, CachedDataProbablyExists, Parent=DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_518, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089981ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC138B2445FF34DE21FF179337E13__7003F32317DE4D46E68F69499B68B2DE780609F2, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=0.364345ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_69, CachedDataProbablyExists, Parent=DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_68, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104729ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_70, GetCachedData, Parent=DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_68, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.208870ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_69, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC138B2445FF34DE21FF179337E13__3EC7F69E3E061A425BBEAF77AAF2E79BB3212AE8, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=3.976811ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_51, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC138B2445FF34DE21FF179337E13__DBF3BB26CDD7D99FBAD845000DD02430A160A577, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=1.238477ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_52, CachedDataProbablyExists, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_51, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081722ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_70, CachedDataProbablyExists, Parent=DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_69, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078768ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_53, GetCachedData, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_51, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.777073ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_71, GetCachedData, Parent=DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_69, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=2.413522ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC138B2445FF34DE21FF179337E13__9B1BA01FA413FFB94585C59C212F1F360DFB16A1, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.548139ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_55, CachedDataProbablyExists, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_54, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.115056ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_56, GetCachedData, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_54, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.307702ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC138B2445FF34DE21FF179337E13__D38E41DDB9B84EC28E8FA31E60A90A3AD9035A09, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.301801ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_58, CachedDataProbablyExists, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_57, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081129ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_59, GetCachedData, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_57, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.166390ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_60, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC138B2445FF34DE21FF179337E13__F3C059BBB1B36D26294C0E8710EB1531F0D3938D, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.305638ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_61, CachedDataProbablyExists, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_60, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.092044ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_62, GetCachedData, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_60, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.175238ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_315, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/Materials/Textures/Background.uasset, FlushAsyncLoading=0.023305ms, FlushStreamingFunc=0.005312ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.199724ms, TagPackageExports=0.046022ms, BeginCacheForCookedPlatformData=0.032451ms, SerializeImports=0.051040ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.003245ms, SerializeSummary=0.009146ms, SerializeNames=0.012983ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009440ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010327ms, SortExportsSeekfreeInner=0.156064ms, SortExportsSeekfree=0.002947ms, BuildDependencyMap=0.006787ms, SerializeImportMap=0.007082ms, SerializeExportMap=0.002950ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013869ms, SerializeExports=0.053100ms, SerializeBulkData=0.747275ms, AsyncWrite=1.357958ms, UnaccountedTime=0.477333ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, AllOfLoadPackage_Duration=0.354309ms, AllOfLoadPackage_HitCount=14, ResolveRedirectors_Duration=0.001177ms, ResolveRedirectors_HitCount=14, CacheForCookedPlatformData_Duration=1.466226ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.061952ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077590ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.143878ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_520, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.25-16.59.01, HierarchicalDDC, Duration=0.009146ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.153407ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_56, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.713937ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__AC9285A4DAFDC0716DEF13130A9B06B3FE11A1AD, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.237491ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.315078ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_316, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, FlushAsyncLoading=0.019472ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003543ms, ResetLoadersForSaveUnMarkAllObjects=0.160784ms, TagPackageExports=0.047792ms, BeginCacheForCookedPlatformData=0.032455ms, SerializeImports=0.051036ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.004128ms, SerializeSummary=0.009146ms, SerializeNames=0.016816ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.009444ms, SortExportsNonSeekfree=0.003833ms, SortExportsSeekfreeConstructor=0.010032ms, SortExportsSeekfreeInner=0.155177ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.005312ms, SerializeExportMap=0.002358ms, SerializeDependencyMap=0.002064ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012096ms, SerializeExports=0.051335ms, SerializeBulkData=0.131279ms, AsyncWrite=0.245158ms, UnaccountedTime=0.203561ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
../../../Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, AllOfLoadPackage_Duration=0.667620ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000294ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.384111ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.077590ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.077885ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.038263ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_521, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.11.25-16.59.01, HierarchicalDDC, Duration=0.013571ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId4CD8B0A847CF323AFE09B588B3A865FC_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.140429ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_317, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, FlushAsyncLoading=0.020355ms, FlushStreamingFunc=0.004426ms, BlockTillAllRequestsFinished=0.004426ms, ResetLoadersForSaveUnMarkAllObjects=0.146031ms, TagPackageExports=0.050448ms, BeginCacheForCookedPlatformData=0.036284ms, SerializeImports=0.053104ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003245ms, SerializeSummary=0.008259ms, SerializeNames=0.015046ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.008851ms, SortExportsNonSeekfree=0.004131ms, SortExportsSeekfreeConstructor=0.010028ms, SortExportsSeekfreeInner=0.155181ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.006784ms, SerializeImportMap=0.003837ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.001770ms, SerializeStringAssetReferenceMap=0.002064ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010032ms, SerializeExports=0.069622ms, SerializeBulkData=0.030387ms, AsyncWrite=0.075232ms, UnaccountedTime=0.193235ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, AllOfLoadPackage_Duration=0.742849ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000890ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.369065ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.083197ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.093516ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.552079ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_522, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.11.25-16.59.01, HierarchicalDDC, Duration=0.014160ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_53, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.102963ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_318, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, FlushAsyncLoading=0.013571ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.003539ms, ResetLoadersForSaveUnMarkAllObjects=0.116829ms, TagPackageExports=0.048380ms, BeginCacheForCookedPlatformData=0.033338ms, SerializeImports=0.048973ms, GatherLocalizableTextData=0.002656ms, MarkNames=0.003245ms, SerializeSummary=0.007670ms, SerializeNames=0.013866ms, SerializeGatherableTextData=0.001770ms, BuildExportMap=0.007376ms, SortExportsNonSeekfree=0.003837ms, SortExportsSeekfreeConstructor=0.008848ms, SortExportsSeekfreeInner=0.142790ms, SortExportsSeekfree=0.002950ms, BuildDependencyMap=0.005014ms, SerializeImportMap=0.003539ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.001773ms, SerializeStringAssetReferenceMap=0.001770ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010327ms, SerializeExports=0.046022ms, SerializeBulkData=0.010028ms, AsyncWrite=0.052217ms, UnaccountedTime=0.113580ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/ParticleSystems/Ribbon/P_Ribbon.uasset, AllOfLoadPackage_Duration=0.050742ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.013866ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032745ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.031859ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.911905ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
SavePackageTransactionId85DC8A1E49374A060D1BB4809A420DAE_319, Filename=E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Saved/Cooked/WindowsNoEditor/MyProject5/Content/MineRush/ParticleSystems/Ribbon/P_Ribbon.uasset, FlushAsyncLoading=0.010032ms, FlushStreamingFunc=0.003539ms, BlockTillAllRequestsFinished=0.002064ms, ResetLoadersForSaveUnMarkAllObjects=0.114761ms, TagPackageExports=0.135411ms, BeginCacheForCookedPlatformData=0.005901ms, SerializeImports=0.239849ms, GatherLocalizableTextData=0.003833ms, MarkNames=0.016227ms, SerializeSummary=0.007670ms, SerializeNames=0.103254ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.151638ms, SortExportsNonSeekfree=0.375554ms, SortExportsSeekfreeConstructor=0.008851ms, SortExportsSeekfreeInner=1.259718ms, SortExportsSeekfree=0.008848ms, BuildDependencyMap=0.025962ms, SerializeImportMap=0.005901ms, SerializeExportMap=0.009734ms, SerializeDependencyMap=0.003539ms, SerializeStringAssetReferenceMap=0.002068ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016816ms, SerializeExports=0.131577ms, SerializeBulkData=0.009734ms, AsyncWrite=0.083491ms, UnaccountedTime=0.115942ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
E:/University Work/Junior Senior/MiningRush - V2/MyProject5 - Copy/Content/MineRush/Materials/Textures/Watch_Mask.uasset, AllOfLoadPackage_Duration=0.455800ms, AllOfLoadPackage_HitCount=12, ResolveRedirectors_Duration=0.002354ms, ResolveRedirectors_HitCount=12, CacheForCookedPlatformData_Duration=2.197273ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.107680ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.124495ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.592005ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_523, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E65AC6074EB51632AD4A25B3440C8__FB52107224F49447360BA9B2F31FBB31963544B1, StartTime=2015.11.25-16.59.01, HierarchicalDDC, Duration=0.138655ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_524, CachedDataProbablyExists, Parent=DDCTransactionId7310D18A4CDEDF5DC881619867083B6D_523, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.105027ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E65AC6074EB51632AD4A25B3440C8__FB52107224F49447360BA9B2F31FBB31963544B1, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.261385ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_73, CachedDataProbablyExists, Parent=DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_72, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.077590ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_74, GetCachedData, Parent=DDCTransactionIdC7F5D90A457D50625EB76BB6263AF18D_72, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143081ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_54, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E65AC6074EB51632AD4A25B3440C8__C66F1E5B36AA89A01FA7F8F009A15AC43271CF83, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=0.971191ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_57, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E65AC6074EB51632AD4A25B3440C8__3AC6F1B877043F92EB95C53A00F529F5FD35F244, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=0.447243ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E65AC6074EB51632AD4A25B3440C8__7EBFD785607876E23A379B00C2F93EADB9848708, StartTime=2015.11.25-16.59.01, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.394434ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_55, CachedDataProbablyExists, Parent=DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_54, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.080243ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_58, CachedDataProbablyExists, Parent=DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_57, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073161ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_64, CachedDataProbablyExists, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_63, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089388ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_59, GetCachedData, Parent=DDCTransactionIdEBC1C2A543C97F2A7DCBC48BFFD917CD_57, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.259612ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_56, GetCachedData, Parent=DDCTransactionId3563409A43C043EEC7B696AD3B8D3C15_54, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.526305ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_65, GetCachedData, Parent=DDCTransactionIdC46EB8E94EC1C6FB577CB18AEDB55DE8_63, StartTime=2015.11.25-16.59.01, FileDDCPath=C:/Users/Andrew/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.233650ms, RunGuid=RunID8437F7794ED9FC232477C9AD63D03CB5
